Location,TimeFrame,DataFormat,Data
Jackson,2008,Percent,0.746
Jackson,2009,Percent,0.728
Jackson,2010,Percent,0.81
Jackson,2011,Percent,0.773
Jackson,2012,Percent,0.777
Jackson,2013,Percent,0.736
Jasper,2007,Percent,0.707
Jasper,2008,Percent,0.705
Jasper,2009,Percent,0.68
Jasper,2010,Percent,0.77
Jasper,2011,Percent,0.706
Jasper,2012,Percent,0.729
Jasper,2013,Percent,0.712
Jay,2007,Percent,0.619
Jay,2008,Percent,0.649
Jay,2009,Percent,0.59
Jay,2010,Percent,0.561
Jay,2011,Percent,0.592
Jay,2012,Percent,0.564
Jay,2013,Percent,0.611
Jefferson,2007,Percent,0.731
Jefferson,2008,Percent,0.759
Jefferson,2009,Percent,0.777
Jefferson,2010,Percent,0.748
Jefferson,2011,Percent,0.779
Jefferson,2012,Percent,0.836
Jefferson,2013,Percent,0.785
Jennings,2007,Percent,0.66
Jennings,2008,Percent,0.634
Jennings,2009,Percent,0.654
Jennings,2010,Percent,0.668
Jennings,2011,Percent,0.728
Jennings,2012,Percent,0.672
Jennings,2013,Percent,0.695
Johnson,2007,Percent,0.754
Johnson,2008,Percent,0.683
Johnson,2009,Percent,0.728
Johnson,2010,Percent,0.736
Johnson,2011,Percent,0.686
Johnson,2012,Percent,0.681
Johnson,2013,Percent,0.725
Knox,2007,Percent,0.825
Knox,2008,Percent,0.784
Knox,2009,Percent,0.814
Knox,2010,Percent,0.828
Knox,2011,Percent,0.839
Knox,2012,Percent,0.814
Knox,2013,Percent,0.781
Kosciusko,2007,Percent,0.636
Kosciusko,2008,Percent,0.652
Kosciusko,2009,Percent,0.656
Kosciusko,2010,Percent,0.583
Kosciusko,2011,Percent,0.438
Kosciusko,2012,Percent,0.384
Kosciusko,2013,Percent,0.356
LaGrange,2007,Percent,0.373
LaGrange,2008,Percent,0.379
LaGrange,2009,Percent,0.356
LaGrange,2010,Percent,0.383
LaGrange,2011,Percent,0.399
LaGrange,2012,Percent,0.402
LaGrange,2013,Percent,0.445
Lake,2007,Percent,0.596
Lake,2008,Percent,0.563
Lake,2009,Percent,0.594
Lake,2010,Percent,0.649
Lake,2011,Percent,0.653
Lake,2012,Percent,0.678
Lake,2013,Percent,0.678
LaPorte,2007,Percent,0.671
LaPorte,2008,Percent,0.623
LaPorte,2009,Percent,0.589
LaPorte,2010,Percent,0.581
LaPorte,2011,Percent,0.633
LaPorte,2012,Percent,0.582
LaPorte,2013,Percent,0.617
Lawrence,2007,Percent,0.761
Lawrence,2008,Percent,0.722
Lawrence,2009,Percent,0.76
Lawrence,2010,Percent,0.777
Lawrence,2011,Percent,0.781
Lawrence,2012,Percent,0.744
Lawrence,2013,Percent,0.748
Madison,2007,Percent,0.672
Madison,2008,Percent,0.66
Madison,2009,Percent,0.637
Madison,2010,Percent,0.713
Madison,2011,Percent,0.732
Madison,2012,Percent,0.746
Madison,2013,Percent,0.748
Marion,2007,Percent,0.606
Marion,2008,Percent,0.604
Marion,2009,Percent,0.609
Marion,2010,Percent,0.636
Marion,2011,Percent,0.625
Marion,2012,Percent,0.647
Marion,2013,Percent,0.641
Marshall,2007,Percent,0.649
Marshall,2008,Percent,0.62
Marshall,2009,Percent,0.659
Marshall,2010,Percent,0.638
Marshall,2011,Percent,0.593
Marshall,2012,Percent,0.604
Marshall,2013,Percent,0.605
Martin,2007,Percent,0.757
Martin,2008,Percent,0.76
Martin,2009,Percent,0.772
Martin,2010,Percent,0.802
Martin,2011,Percent,0.79
Martin,2012,Percent,0.702
Martin,2013,Percent,0.662
Miami,2007,Percent,0.758
Miami,2008,Percent,0.731
Miami,2009,Percent,0.741
Miami,2010,Percent,0.751
Miami,2011,Percent,0.77
Miami,2012,Percent,0.747
Miami,2013,Percent,0.73
Monroe,2007,Percent,0.762
Monroe,2008,Percent,0.737
Monroe,2009,Percent,0.74
Monroe,2010,Percent,0.787
Monroe,2011,Percent,0.787
Monroe,2012,Percent,0.799
Monroe,2013,Percent,0.777
Montgomery,2007,Percent,0.659
Montgomery,2008,Percent,0.647
Montgomery,2009,Percent,0.594
Montgomery,2010,Percent,0.676
Montgomery,2011,Percent,0.652
Montgomery,2012,Percent,0.711
Montgomery,2013,Percent,0.693
Morgan,2007,Percent,0.66
Morgan,2008,Percent,0.687
Morgan,2009,Percent,0.665
Morgan,2010,Percent,0.689
Morgan,2011,Percent,0.691
Morgan,2012,Percent,0.689
Morgan,2013,Percent,0.684
Newton,2007,Percent,0.623
Newton,2008,Percent,0.71
Newton,2009,Percent,0.642
Newton,2010,Percent,0.721
Newton,2011,Percent,0.588
Newton,2012,Percent,0.626
Newton,2013,Percent,0.656
Noble,2007,Percent,0.673
Noble,2008,Percent,0.688
Noble,2009,Percent,0.634
Noble,2010,Percent,0.634
Noble,2011,Percent,0.611
Noble,2012,Percent,0.625
Noble,2013,Percent,0.614
Ohio,2007,Percent,0.75
Ohio,2008,Percent,0.632
Ohio,2009,Percent,0.679
Ohio,2010,Percent,0.893
Ohio,2011,Percent,0.727
Ohio,2012,Percent,0.794
Ohio,2013,Percent,0.804
Orange,2007,Percent,0.723
Orange,2008,Percent,0.723
Orange,2009,Percent,0.73
Orange,2010,Percent,0.727
Orange,2011,Percent,0.749
Orange,2012,Percent,0.701
Orange,2013,Percent,0.72
Owen,2007,Percent,0.703
Owen,2008,Percent,0.68
Owen,2009,Percent,0.695
Owen,2010,Percent,0.711
Owen,2011,Percent,0.73
Owen,2012,Percent,0.705
Owen,2013,Percent,0.716
Parke,2007,Percent,0.647
Parke,2008,Percent,0.62
Parke,2009,Percent,0.5
Parke,2010,Percent,0.615
Parke,2011,Percent,0.535
Parke,2012,Percent,0.578
Parke,2013,Percent,0.536
Perry,2007,Percent,0.717
Perry,2008,Percent,0.722
Perry,2009,Percent,0.724
Perry,2010,Percent,0.701
Perry,2011,Percent,0.739
Perry,2012,Percent,0.777
Perry,2013,Percent,0.692
Pike,2007,Percent,0.829
Pike,2008,Percent,0.761
Pike,2009,Percent,0.738
Pike,2010,Percent,0.832
Pike,2011,Percent,0.772
Pike,2012,Percent,0.759
Pike,2013,Percent,0.76
Porter,2007,Percent,0.717
Porter,2008,Percent,0.702
Porter,2009,Percent,0.74
Porter,2010,Percent,0.792
Porter,2011,Percent,0.777
Porter,2012,Percent,0.772
Porter,2013,Percent,0.764
Posey,2007,Percent,0.792
Posey,2008,Percent,0.785
Posey,2009,Percent,0.749
Posey,2010,Percent,0.816
Posey,2011,Percent,0.835
Posey,2012,Percent,0.81
Posey,2013,Percent,0.804
Pulaski,2007,Percent,0.738
Pulaski,2008,Percent,0.702
Pulaski,2009,Percent,0.608
Pulaski,2010,Percent,0.758
Pulaski,2011,Percent,0.797
Pulaski,2012,Percent,0.669
Pulaski,2013,Percent,0.65
Putnam,2007,Percent,0.746
Putnam,2008,Percent,0.753
Putnam,2009,Percent,0.7
Putnam,2010,Percent,0.748
Putnam,2011,Percent,0.715
Putnam,2012,Percent,0.768
Putnam,2013,Percent,0.744
Randolph,2007,Percent,0.778
Randolph,2008,Percent,0.787
Randolph,2009,Percent,0.77
Randolph,2010,Percent,0.76
Randolph,2011,Percent,0.815
Randolph,2012,Percent,0.736
Randolph,2013,Percent,0.681
Ripley,2007,Percent,0.756
Ripley,2008,Percent,0.742
Ripley,2009,Percent,0.642
Ripley,2010,Percent,0.679
Ripley,2011,Percent,0.655
Ripley,2012,Percent,0.748
Ripley,2013,Percent,0.701
Rush,2007,Percent,0.731
Rush,2008,Percent,0.721
Rush,2009,Percent,0.732
Rush,2010,Percent,0.767
Rush,2011,Percent,0.782
Rush,2012,Percent,0.808
Rush,2013,Percent,0.694
St. Joseph,2007,Percent,0.643
St. Joseph,2008,Percent,0.629
St. Joseph,2009,Percent,0.637
St. Joseph,2010,Percent,0.674
St. Joseph,2011,Percent,0.666
St. Joseph,2012,Percent,0.657
St. Joseph,2013,Percent,0.648
Scott,2007,Percent,0.578
Scott,2008,Percent,0.642
Scott,2009,Percent,0.58
Scott,2010,Percent,0.691
Scott,2011,Percent,0.641
Scott,2012,Percent,0.618
Scott,2013,Percent,0.608
Shelby,2007,Percent,0.736
Shelby,2008,Percent,0.699
Shelby,2009,Percent,0.698
Shelby,2010,Percent,0.669
Shelby,2011,Percent,0.76
Shelby,2012,Percent,0.749
Shelby,2013,Percent,0.741
Spencer,2007,Percent,0.794
Spencer,2008,Percent,0.796
Spencer,2009,Percent,0.71
Spencer,2010,Percent,0.771
Spencer,2011,Percent,0.793
Spencer,2012,Percent,0.794
Spencer,2013,Percent,0.758
Starke,2007,Percent,0.732
Starke,2008,Percent,0.694
Starke,2009,Percent,0.689
Starke,2010,Percent,0.74
Starke,2011,Percent,0.719
Starke,2012,Percent,0.639
Starke,2013,Percent,0.651
Steuben,2007,Percent,0.706
Steuben,2008,Percent,0.713
Steuben,2009,Percent,0.685
Steuben,2010,Percent,0.669
Steuben,2011,Percent,0.673
Steuben,2012,Percent,0.723
Steuben,2013,Percent,0.593
Sullivan,2007,Percent,0.787
Sullivan,2008,Percent,0.715
Sullivan,2009,Percent,0.65
Sullivan,2010,Percent,0.715
Sullivan,2011,Percent,0.767
Sullivan,2012,Percent,0.741
Sullivan,2013,Percent,0.727
Switzerland,2007,Percent,0.667
Switzerland,2008,Percent,0.662
Switzerland,2009,Percent,0.647
Switzerland,2010,Percent,0.75
Switzerland,2011,Percent,0.658
Switzerland,2012,Percent,0.643
Switzerland,2013,Percent,0.662
Tippecanoe,2007,Percent,0.625
Tippecanoe,2008,Percent,0.627
Tippecanoe,2009,Percent,0.615
Tippecanoe,2010,Percent,0.649
Tippecanoe,2011,Percent,0.694
Tippecanoe,2012,Percent,0.745
Tippecanoe,2013,Percent,0.718
Tipton,2007,Percent,0.757
Tipton,2008,Percent,0.631
Tipton,2009,Percent,0.675
Tipton,2010,Percent,0.759
Tipton,2011,Percent,0.742
Tipton,2012,Percent,0.817
Tipton,2013,Percent,0.774
Union,2007,Percent,0.659
Union,2008,Percent,0.644
Union,2009,Percent,0.686
Union,2010,Percent,0.75
Union,2011,Percent,0.72
Union,2012,Percent,0.676
Union,2013,Percent,0.642
Vanderburgh,2007,Percent,0.701
Vanderburgh,2008,Percent,0.712
Vanderburgh,2009,Percent,0.716
Vanderburgh,2010,Percent,0.767
Vanderburgh,2011,Percent,0.764
Vanderburgh,2012,Percent,0.727
Vanderburgh,2013,Percent,0.74
Vermillion,2007,Percent,0.726
Vermillion,2008,Percent,0.617
Vermillion,2009,Percent,0.582
Vermillion,2010,Percent,0.727
Vermillion,2011,Percent,0.641
Vermillion,2012,Percent,0.715
Vermillion,2013,Percent,0.714
Vigo,2007,Percent,0.762
Vigo,2008,Percent,0.708
Vigo,2009,Percent,0.674
Vigo,2010,Percent,0.674
Vigo,2011,Percent,0.649
Vigo,2012,Percent,0.663
Vigo,2013,Percent,0.661
Wabash,2007,Percent,0.732
Wabash,2008,Percent,0.749
Wabash,2009,Percent,0.743
Wabash,2010,Percent,0.763
Wabash,2011,Percent,0.69
Wabash,2012,Percent,0.705
Wabash,2013,Percent,0.597
Warren,2007,Percent,0.769
Warren,2008,Percent,0.576
Warren,2009,Percent,0.58
Warren,2010,Percent,0.648
Warren,2011,Percent,0.627
Warren,2012,Percent,0.723
Warren,2013,Percent,0.65
Warrick,2007,Percent,0.794
Warrick,2008,Percent,0.769
Warrick,2009,Percent,0.737
Warrick,2010,Percent,0.829
Warrick,2011,Percent,0.821
Warrick,2012,Percent,0.81
Warrick,2013,Percent,0.804
Washington,2007,Percent,0.649
Washington,2008,Percent,0.648
Washington,2009,Percent,0.618
Washington,2010,Percent,0.643
Washington,2011,Percent,0.639
Wayne,2007,Percent,0.692
Wells,2007,Percent,0.741
White,2007,Percent,0.688
Whitley,2007,Percent,0.757
Wayne,2008,Percent,0.66
Wells,2008,Percent,0.755
White,2008,Percent,0.704
Whitley,2008,Percent,0.774
Wayne,2009,Percent,0.69
Wells,2009,Percent,0.725
White,2009,Percent,0.655
Whitley,2009,Percent,0.721
Wayne,2010,Percent,0.7
Wells,2010,Percent,0.609
White,2010,Percent,0.667
Whitley,2010,Percent,0.658
Wayne,2011,Percent,0.683
Wells,2011,Percent,0.655
White,2011,Percent,0.721
Whitley,2011,Percent,0.655
Washington,2012,Percent,0.69
Wayne,2012,Percent,0.671
Wells,2012,Percent,0.617
White,2012,Percent,0.7
Whitley,2012,Percent,0.677
Washington,2013,Percent,0.665
Wayne,2013,Percent,0.632
Wells,2013,Percent,0.575
White,2013,Percent,0.65
Whitley,2013,Percent,0.589
