1 PURCHASE,"","","","","","","","","","",""
Lake Cumberland Regional Hospital ,186 ,34 ,220 ,220 ,"12,219 ","57,120 ","12,120 ","57,120 ",156 ,4.7 ,70.9%
Taylor Regional Hospital ,90 ,0 ,90 ,90 ,"2,994 ","12,019 ","2,981 ","12,019 ",33 ,4.0 ,36.5%
Westlake Regional Hospital ,49 ,28 ,77 ,49 ,"1,907 ","6,528 ","1,910 ","6,501 ",18 ,3.4 ,23.2%
"",367 ,62 ,429 ,401 ,"19,354 ","85,437 ","19,246 ","85,460 ",233 ,4.4 ,54.4%
15 BLUEGRASS,"","","","","","","","","","",""
Bourbon Community Hospital ,33 ,25 ,58 ,58 ,"1,689 ","7,095 ","1,661 ","7,035 ",19 ,4.2 ,33.4%
Central Baptist Hospital ,371 ,0 ,371 ,336 ,"18,634 ","84,789 ","18,559 ","86,340 ",232 ,4.7 ,62.4%
Clark Regional Medical Center ,75 ,0 ,75 ,75 ,"2,694 ","8,561 ","2,694 ","8,561 ",23 ,3.2 ,31.2%
Eastern State Hospital ,0 ,323 ,323 ,197 ,"2,700 ","63,095 ","2,733 ","69,599 ",172 ,25.5 ,53.4%
Ephraim McDowell Reg Medical Ctr ,124 ,38 ,162 ,142 ,"7,589 ","37,465 ","7,629 ","37,228 ",102 ,4.9 ,63.2%
Frankfort Regional Medical Center ,173 ,0 ,173 ,134 ,"4,599 ","16,931 ","4,601 ","17,479 ",46 ,3.8 ,26.7%
Georgetown Community Hospital ,75 ,0 ,75 ,52 ,"2,666 ","7,933 ","2,669 ","7,925 ",22 ,3.0 ,28.9%
Harrison Memorial Hospital ,61 ,0 ,61 ,61 ,"1,788 ","6,421 ","1,790 ","6,432 ",18 ,3.6 ,28.8%
Pattie A Clay Regional Medical Ctr ,105 ,0 ,105 ,95 ,"4,638 ","16,073 ","4,627 ","16,039 ",44 ,3.5 ,41.8%
Ridge Behavioral Health System ,0 ,90 ,90 ,90 ,"2,676 ","26,852 ","2,679 ","26,852 ",73 ,10.0 ,81.5%
Saint Joseph East ,144 ,0 ,144 ,144 ,"8,496 ","29,625 ","8,631 ","31,988 ",81 ,3.7 ,56.2%
Saint Joseph Hospital ,453 ,0 ,453 ,453 ,"16,600 ","86,506 ","16,555 ","86,034 ",236 ,5.2 ,52.2%
Shriners Hosp for Children ,50 ,0 ,50 ,50 ,"1,456 ","4,944 ","1,457 ","5,247 ",14 ,3.6 ,27.0%
UKHealthCare Good Samaritan Hospital ,230 ,31 ,261 ,156 ,"7,301 ","30,470 ","7,266 ","29,982 ",83 ,4.1 ,31.9%
University Of Ky Hospital ,472 ,17 ,489 ,489 ,"25,467 ","148,876 ","25,494 ","148,282 ",407 ,5.8 ,83.2%
